ArrivalDelay;AirTime;DepartureDelay;Distance;TaxiIn;TaxiOut;MidOfWeekFlag
2;46;-1;274;15;20;0
15;46;10;278;95;19;0
-4;48;0;250;19;13;0
-1;49;0;294;55;16;0
-4;49;2;284;22;9;0
13;46;15;274;25;17;0
-6;46;-2;274;38;13;0
0;48;3;284;22;18;0
-5;46;-1;288;29;12;0
1;47;0;264;44;12;0
4;47;2;300;31;15;0
1;48;0;272;61;19;0
3;104;14;827;53;14;0
-7;169;1;1329;29;15;0
-9;110;1;820;25;12;0
-2;158;-7;1196;38;34;0
-21;148;-3;1174;41;9;0
6;148;18;1178;57;17;0
28;148;45;1174;74;18;0
-3;162;1;1180;34;17;0
-9;158;-1;1176;40;19;0
-14;261;0;2067;19;14;0
5;205;7;1575;62;23;0
-14;200;1;1557;18;16;0
11;200;20;1547;43;21;0
-14;204;-4;1557;13;21;0
-15;201;-2;1565;25;10;0
-5;204;-2;1549;35;23;0
-3;202;1;1553;51;10;0
8;199;-3;1559;52;17;0
-4;224;-5;1547;36;10;0
-8;294;2;2386;37;19;0
1;199;-4;1539;29;23;0
-5;197;2;1555;123;12;0
-3;85;-2;451;61;10;0
2;85;-2;439;63;15;0
-11;79;-4;455;31;13;0
-3;82;-3;465;69;18;0
1;84;-3;447;60;26;0
28;81;23;435;25;21;0
69;87;47;441;15;14;0
2;79;6;451;37;10;0
8;81;6;441;85;15;0
12;81;14;445;53;18;0
21;89;-4;443;28;17;0
-5;81;2;457;42;8;0
-4;83;-5;451;29;12;0
5;86;-1;477;34;15;0
2;133;-3;1027;39;25;0
7;153;19;1117;52;12;0
-8;152;-4;1125;55;13;0
-1;150;0;1147;49;26;0
31;38;32;247;40;19;0
-3;36;-1;239;43;16;0
-2;40;-2;231;40;14;0
-9;37;-5;227;48;14;0
3;37;0;225;23;24;0
-6;38;-4;253;35;10;0
1;39;0;259;28;8;0
11;41;-1;251;28;29;0
51;39;61;259;42;8;0
-7;38;0;213;6;10;0
-9;277;-3;2199;29;18;0
11;151;7;822;18;10;0
3;147;-1;812;54;18;0
0;144;0;808;43;16;0
-9;135;-1;786;10;10;0
-18;277;8;2208;33;11;0
-18;282;-2;2208;38;16;0
-5;52;-2;294;45;10;0
14;72;-1;296;20;17;0
8;49;14;308;30;15;0
-4;52;-3;322;45;12;0
-8;49;-3;304;27;17;0
3;48;1;306;60;14;0
12;62;2;286;49;17;0
41;85;5;292;35;31;0
77;60;48;306;41;45;0
12;49;14;302;23;9;0
-4;48;-3;270;41;11;0
-7;55;-5;310;23;9;0
25;52;19;290;55;23;0
-6;49;-5;296;45;15;0
-8;51;0;280;16;17;0
36;61;11;322;43;35;0
-8;49;-1;296;102;10;0
-8;248;-1;1940;31;13;0
-15;243;-4;1938;35;15;0
-2;290;5;2379;45;26;0
1;263;2;2067;53;22;0
5;256;26;2073;57;12;0
3;68;-1;377;37;13;0
14;68;20;373;25;11;0
6;78;-3;387;14;18;0
-7;70;-5;373;69;12;0
7;71;5;391;30;17;0
-3;74;-5;387;79;8;0
1;66;4;383;63;11;0
-3;69;-3;401;55;9;0
8;72;5;385;33;13;0
-3;76;-5;391;24;17;0
3;72;-3;391;44;18;0
-4;71;-1;387;60;10;0
3;75;3;375;36;12;0
1;55;-1;320;57;14;0
10;53;-3;298;48;29;0
-3;49;1;298;53;9;0
-2;52;-3;290;25;13;0
3;53;0;300;25;24;0
-6;48;0;282;22;13;0
3;52;4;278;36;12;0
1;55;-5;296;39;15;0
-9;49;-6;300;66;9;0
-2;51;1;310;19;15;0
-2;48;0;302;52;14;0
36;48;41;278;61;11;0
-2;51;-2;306;9;13;0
3;53;1;292;44;15;0
7;141;13;1117;47;24;0
-10;140;-2;1099;38;16;0
2;140;16;1127;30;9;0
-9;145;-5;1093;36;15;0
-4;225;-3;1654;14;12;0
21;170;14;914;61;23;0
-16;153;-4;908;48;8;0
-9;163;-1;908;29;8;0
37;169;39;902;57;10;0
3;84;10;450;79;10;0
61;86;65;432;20;15;0
-1;84;-1;468;40;18;0
21;79;21;460;32;19;0
-1;85;-1;450;40;15;0
-9;82;-4;440;30;13;0
3;79;-2;460;40;28;0
17;79;7;434;10;26;0
14;92;-2;426;23;14;0
0;76;-4;400;12;15;0
-11;72;-2;422;58;8;0
16;74;7;444;33;7;0
63;75;53;444;52;25;0
-1;82;-4;414;26;15;0
4;82;4;420;14;13;0
15;75;13;430;33;19;0
34;68;17;400;49;22;0
7;68;8;426;38;12;0
-2;68;-2;402;30;14;0
-6;66;0;424;38;8;0
-10;64;-3;396;39;17;0
26;66;34;396;56;12;0
-6;68;-3;378;105;9;0
-5;67;-2;418;43;15;0
5;77;8;433;16;11;0
37;82;41;445;63;14;0
5;89;-2;441;15;12;0
8;78;5;449;54;16;0
5;87;-1;433;40;16;0
-6;82;0;441;32;12;0
2;82;1;421;25;17;0
52;78;56;425;43;11;0
-2;46;-4;262;44;17;0
-10;48;-3;250;33;10;0
-2;48;2;276;52;12;0
6;56;-5;270;36;19;0
-3;46;-2;288;19;19;0
0;51;-1;268;29;13;0
20;185;25;1406;31;20;0
1;177;13;1434;24;19;0
4;198;-2;1424;38;10;0
-12;258;-3;2042;47;10;0
9;159;5;1136;37;14;0
-10;58;0;405;55;9;0
38;59;50;425;40;11;0
-9;58;-2;419;58;14;0
5;58;6;399;24;20;0
-2;59;4;417;21;9;0
14;58;24;393;35;10;0
0;74;4;529;57;13;0
-1;76;2;521;53;12;0
16;68;22;507;49;8;0
3;74;-5;525;81;31;0
-3;76;0;557;27;11;0
-7;75;-2;523;44;10;0
-8;70;0;513;52;12;0
1;281;18;2287;59;10;0
-14;148;-6;1138;39;19;0
-2;153;4;1126;47;10;0
-5;154;-6;1138;38;21;0
32;298;41;2334;20;14;0
14;210;10;1664;42;25;0
-4;206;3;1636;26;14;0
-2;214;0;1642;34;18;0
34;205;51;1630;38;10;0
-7;213;-4;1632;81;12;0
-8;105;-5;556;22;12;0
-3;104;3;574;16;10;0
-6;250;9;2031;85;13;0
-1;52;-4;287;53;16;0
6;53;10;271;23;8;0
3;54;2;267;35;12;0
-1;48;-2;251;46;17;0
5;54;5;267;29;11;0
3;53;3;257;78;11;0
40;55;43;245;38;14;0
26;55;19;259;14;25;0
2;54;1;289;32;17;0
5;58;1;257;55;23;0
-5;52;-1;239;45;13;0
34;53;39;279;48;14;0
26;46;34;273;40;11;0
-11;276;-4;2152;49;12;0
19;265;34;2166;24;10;0
-14;273;-3;2148;61;16;0
94;251;85;1877;56;30;0
-10;231;3;1828;45;11;0
5;231;-2;1824;45;32;0
-7;97;0;673;97;12;0
-3;97;-3;683;35;17;0
14;92;25;647;18;13;0
3;94;15;659;27;12;0
-14;92;-5;659;50;11;0
-4;101;1;665;27;11;0
-19;93;0;683;53;11;0
20;89;18;654;53;19;0
-8;86;-4;636;48;16;0
-5;138;9;822;13;15;0
-12;129;5;846;67;11;0
-7;170;-2;1271;50;18;0
35;185;22;1275;40;34;0
4;174;8;1271;18;16;0
-7;171;-4;1251;50;9;0
-4;260;11;2106;36;12;0
86;204;111;1619;55;9;0
9;216;14;1647;17;11;0
7;300;15;2337;86;11;0
17;51;14;270;40;17;0
88;53;101;262;27;8;0
4;51;3;278;9;14;0
0;45;-2;266;103;12;0
-3;49;3;274;56;10;0
-9;48;-2;280;28;13;0
-3;51;-2;270;34;14;0
2;49;5;278;12;9;0
-3;46;-2;254;62;16;0
19;49;2;278;47;41;0
4;54;2;278;39;22;0
9;52;10;258;32;9;0
-2;48;-4;264;40;19;0
3;51;2;280;63;14;0
-4;106;5;809;58;12;0
-14;168;-5;1331;52;14;0
6;114;1;830;30;24;0
0;162;1;1160;42;23;0
-4;155;9;1194;65;10;0
-16;155;-5;1184;71;11;0
-9;156;5;1172;19;12;0
-4;159;2;1178;25;15;0
-2;171;-4;1196;35;18;0
-4;265;1;2077;42;21;0
-13;213;-5;1565;17;9;0
-15;202;-5;1565;28;11;0
7;208;13;1563;54;15;0
-4;222;-5;1557;38;12;0
9;210;0;1563;51;37;0
2;201;-1;1575;50;29;0
-15;206;-2;1563;27;9;0
-12;208;-3;1567;21;14;0
-3;202;-2;1559;39;16;0
-2;205;-2;1579;28;15;0
-14;198;-3;1567;49;10;0
3;219;5;1575;42;17;0
-2;300;0;2412;35;23;0
-3;198;0;1541;61;16;0
-2;199;1;1529;66;15;0
3;92;-2;441;37;12;0
6;93;-2;427;19;14;0
27;95;24;441;33;13;0
19;108;7;455;22;11;0
20;91;-3;449;48;43;0
16;91;13;443;43;12;0
3;93;-3;451;21;12;0
3;90;2;431;26;9;0
1;86;2;429;50;10;0
1;93;-2;441;49;13;0
13;95;-2;455;45;19;0
9;78;15;449;66;8;0
-9;81;-2;465;31;8;0
7;98;-1;449;34;10;0
1;137;3;1035;42;16;0
-9;154;0;1137;44;13;0
-12;147;-5;1143;36;16;0
3;171;-2;1125;58;14;0
-5;43;-2;235;49;11;0
-3;41;0;223;37;10;0
-3;40;-1;245;51;12;0
0;40;1;251;62;14;0
5;38;4;251;25;20;0
14;43;13;245;41;10;0
-1;41;2;233;17;13;0
21;41;11;239;18;28;0
2;39;4;249;48;16;0
-3;39;-2;229;62;15;0
64;278;79;2181;43;10;0
-6;138;-2;790;45;11;0
-3;135;-2;802;68;23;0
1;130;7;798;80;15;0
3;137;13;808;45;9;0
7;278;21;2230;37;28;0
9;286;24;2212;35;16;0
-10;49;-2;292;27;8;0
19;52;29;278;47;11;0
9;52;14;298;37;15;0
-5;53;-3;292;48;11;0
12;56;14;298;30;13;0
-5;49;-2;278;28;13;0
68;54;48;290;32;39;0
-6;52;-5;282;72;17;0
3;55;-1;300;61;15;0
3;49;1;292;37;12;0
27;49;26;310;28;16;0
3;49;-3;308;28;24;0
3;54;5;282;28;10;0
-2;54;1;302;48;10;0
-4;53;-4;302;49;22;0
-6;51;-3;266;38;11;0
0;243;12;1948;23;14;0
-10;245;3;1964;76;13;0
-4;301;5;2377;33;8;0
-1;265;-2;2075;31;26;0
-3;268;11;2075;24;9;0
11;72;2;387;34;29;0
-9;67;-5;385;29;13;0
-7;69;-3;381;53;11;0
-9;67;-4;397;17;12;0
-3;69;0;379;35;11;0
3;71;-3;393;44;15;0
-3;72;-3;381;59;7;0
-2;69;0;383;7;12;0
13;70;1;375;66;24;0
61;70;51;391;36;35;0
1;71;1;387;38;13;0
0;72;0;363;38;13;0
21;74;6;367;33;30;0
0;52;1;304;46;15;0
21;55;17;302;37;15;0
6;49;-7;304;16;29;0
7;55;8;312;50;17;0
-11;49;-4;310;38;11;0
13;53;12;300;19;14;0
9;53;10;280;32;10;0
-3;54;-4;290;16;10;0
8;49;11;298;40;17;0
4;52;1;284;44;17;0
-6;48;-1;300;29;9;0
-9;49;-3;308;66;8;0
4;52;0;298;50;22;0
15;153;14;1101;55;18;0
-12;146;-3;1109;67;9;0
42;168;24;1121;28;22;0
-7;145;-2;1083;56;14;0
36;246;23;1660;41;16;0
0;155;8;934;25;16;0
-14;153;-4;892;12;10;0
-17;150;-2;908;63;10;0
26;155;24;888;15;25;0
57;93;60;470;18;9;0
105;120;84;438;72;18;0
57;93;56;444;54;12;0
-1;86;-3;462;45;15;0
57;78;68;454;31;14;0
58;91;57;454;17;17;0
12;84;1;402;68;21;0
2;81;-1;450;47;10;0
50;90;43;418;30;11;0
10;84;10;416;36;9;0
7;86;1;420;41;8;0
9;86;6;422;41;10;0
10;93;-3;424;24;15;0
1;82;-1;416;18;12;0
26;82;25;426;53;12;0
23;64;13;418;46;34;0
6;64;8;394;44;14;0
0;72;-2;406;49;14;0
49;67;54;418;39;10;0
3;66;14;404;53;12;0
5;81;-5;408;75;17;0
-3;64;0;410;43;11;0
-8;70;-1;394;88;9;0
-2;76;1;445;30;10;0
-1;84;2;461;23;10;0
3;83;-1;445;32;14;0
12;82;3;427;26;20;0
-1;83;0;437;40;13;0
2;77;0;433;47;23;0
-3;81;-1;441;65;11;0
5;87;1;441;103;9;0
3;56;-2;256;31;11;0
-10;52;-5;268;73;10;0
3;48;5;262;31;12;0
9;45;10;264;31;17;0
-2;53;-3;264;78;13;0
-5;46;-4;264;60;14;0
0;200;1;1448;78;10;0
-12;184;2;1428;8;9;0
-9;182;-2;1406;22;10;0
-10;254;3;2026;45;11;0
-3;152;-5;1110;84;16;0
-13;60;-5;397;79;11;0
3;63;4;393;44;16;0
-4;66;-3;413;50;13;0
38;62;48;403;35;9;0
7;60;10;409;17;12;0
19;60;18;395;43;22;0
-9;74;-3;557;47;9;0
2;71;5;537;50;14;0
-5;70;-2;535;36;10;0
6;78;-2;521;40;28;0
-8;68;-4;521;53;18;0
-12;72;-5;531;25;10;0
-9;70;-2;519;36;11;0
-4;282;-3;2293;41;25;0
6;105;7;806;24;25;0
-3;147;4;1132;31;20;0
-8;147;2;1108;25;10;0
-8;155;0;1140;67;11;0
22;292;27;2310;55;21;0
-8;210;-3;1670;17;14;0
-3;205;1;1622;22;17;0
-3;205;-3;1622;36;24;0
7;201;24;1632;29;11;0
-8;212;-3;1646;32;11;0
10;113;-1;540;37;18;0
12;113;11;554;58;12;0
3;254;0;2015;57;30;0
-4;51;-2;255;36;11;0
-9;49;-5;265;77;9;0
11;55;6;263;54;16;0
20;56;0;277;31;32;0
-2;51;4;253;40;8;0
-1;52;-1;237;38;11;0
23;51;28;267;41;16;0
-1;51;10;257;42;8;0
3;52;2;257;70;19;0
-7;49;5;261;34;12;0
5;52;0;255;54;24;0
4;52;5;265;48;17;0
6;51;7;249;37;13;0
-17;267;-2;2144;45;11;0
-1;267;-1;2152;24;24;0
-8;267;2;2168;39;24;0
-22;228;-4;1865;33;16;0
-11;228;-5;1804;30;21;0
-9;225;-3;1808;10;22;0
-7;95;-1;681;28;19;0
-1;98;3;677;65;16;0
5;94;13;685;28;10;0
31;99;44;657;37;12;0
2;108;-4;677;46;14;0
-11;102;-5;693;29;12;0
-10;102;0;673;33;13;0
9;86;6;604;44;19;0
-3;86;3;630;62;15;0
21;176;-5;840;39;22;0
-4;152;-4;848;41;14;0
-3;167;-2;1305;47;26;0
3;168;9;1253;37;24;0
16;169;6;1293;24;37;0
-3;170;1;1283;49;10;0
7;266;10;2096;23;21;0
-19;207;-5;1641;40;13;0
-12;201;6;1637;39;11;0
-5;285;10;2335;40;15;0
3;47;3;272;28;17;0
-2;46;6;302;44;10;0
-2;49;3;288;30;12;0
1;47;2;286;60;10;0
-2;51;-1;282;11;15;0
9;46;6;280;19;19;0
20;53;14;270;42;19;0
2;48;2;272;37;16;0
1;46;-2;286;83;19;0
23;46;29;286;25;18;0
-1;46;4;270;37;17;0
-4;44;6;268;70;10;0
-3;45;-1;274;27;22;0
2;47;5;300;39;13;0
1;107;7;835;43;17;0
-16;168;-5;1335;56;14;0
-2;114;0;840;77;17;0
-6;164;-4;1172;30;21;0
-18;154;-9;1192;22;16;0
0;171;2;1182;33;11;0
-15;153;1;1170;50;14;0
-15;159;-5;1184;21;11;0
-18;156;-2;1174;19;11;0
18;260;28;2085;26;22;0
-11;206;-2;1553;71;16;0
-11;205;-1;1555;30;11;0
-18;205;-4;1561;92;9;0
24;205;32;1567;18;25;0
0;206;1;1571;29;21;0
-19;205;-3;1571;34;9;0
-3;207;-4;1565;32;25;0
14;200;20;1553;41;16;0
-6;201;-1;1575;16;15;0
-14;199;-1;1577;20;8;0
-2;204;7;1555;47;22;0
3;302;5;2390;65;23;0
-3;196;-4;1559;19;21;0
-7;197;-2;1521;29;14;0
6;84;2;427;51;18;0
14;90;1;429;71;22;0
2;85;7;447;18;11;0
5;85;1;453;24;20;0
-1;82;-1;435;33;22;0
12;82;16;463;18;11;0
8;84;6;459;31;14;0
8;79;10;447;36;11;0
-1;84;1;447;29;10;0
-8;81;5;445;27;7;0
11;90;-1;457;17;20;0
0;79;4;443;18;11;0
6;86;8;455;28;8;0
8;85;3;443;19;16;0
-2;132;-2;1043;32;22;0
-3;158;-2;1131;35;18;0
-9;153;-2;1119;10;12;0
-4;153;0;1145;17;20;0
-2;37;2;257;66;15;0
-9;38;-3;225;59;8;0
-3;37;-1;225;41;16;0
-6;38;-2;225;78;12;0
1;38;5;221;62;13;0
-2;36;1;225;36;12;0
-3;38;3;231;48;10;0
5;40;-2;229;16;24;0
-3;39;-5;253;62;18;0
-3;37;-2;245;9;19;0
8;278;5;2201;21;29;0
9;152;0;798;38;14;0
16;162;0;806;51;18;0
8;152;-2;800;19;12;0
2;147;2;802;23;9;0
-20;275;9;2244;61;11;0
-9;279;-2;2196;46;28;0
-7;49;-1;302;45;11;0
-3;49;3;320;15;16;0
3;55;1;306;29;22;0
1;52;4;308;47;11;0
13;52;1;316;26;33;0
5;48;12;306;71;11;0
5;49;-3;274;28;30;0
-3;47;-2;304;65;16;0
0;53;-5;290;26;24;0
-8;51;-4;322;12;9;0
8;47;12;284;54;12;0
-9;49;-5;292;70;8;0
-10;47;-3;282;56;9;0
14;62;8;290;43;14;0
10;53;2;300;39;22;0
8;56;-1;290;36;31;0
0;52;-4;292;40;18;0
3;53;4;280;42;16;0
-9;244;-3;1948;42;20;0
-8;244;-3;1950;36;21;0
-6;300;5;2405;61;11;0
13;263;14;2083;38;23;0
1;263;2;2067;50;28;0
3;70;3;383;47;22;0
-4;71;-3;375;73;13;0
3;74;-2;385;63;21;0
59;70;68;385;19;10;0
-2;72;0;391;47;13;0
5;70;5;379;31;11;0
-5;71;-6;371;27;10;0
3;75;2;369;30;7;0
-1;72;-2;383;60;11;0
6;72;0;399;41;25;0
0;70;-2;403;24;19;0
37;72;15;375;23;40;0
-2;71;0;399;65;13;0
0;47;-3;316;27;25;0
-5;48;-3;304;71;18;0
57;47;65;302;32;9;0
7;51;-1;298;32;22;0
-4;49;5;304;26;14;0
-5;48;-2;294;13;17;0
0;51;0;306;27;13;0
9;48;8;294;67;18;0
3;47;7;280;34;11;0
-4;47;1;304;35;14;0
1;47;3;284;23;13;0
-4;48;1;306;22;10;0
-3;52;-6;316;22;17;0
0;51;1;298;49;18;0
-9;145;2;1125;40;15;0
-11;140;2;1103;13;10;0
-3;144;5;1117;47;14;0
1;147;-1;1099;52;21;0
-12;216;-4;1672;9;14;0
14;169;5;896;46;25;0
0;169;-4;910;56;13;0
-3;169;0;922;51;10;0
7;167;9;912;12;10;0
3;90;2;452;33;13;0
94;109;86;444;35;12;0
4;83;5;450;7;16;0
10;91;11;466;51;10;0
-3;87;-1;448;30;11;0
16;86;21;428;21;10;0
18;87;23;466;17;10;0
17;82;4;434;62;27;0
3;74;0;416;26;17;0
9;71;6;410;28;17;0
1;75;7;426;78;10;0
-9;72;-3;416;47;7;0
6;71;11;436;41;15;0
18;83;3;418;33;27;0
0;72;5;422;66;13;0
20;76;17;416;53;21;0
22;74;23;404;48;14;0
10;71;5;428;48;16;0
4;72;-5;414;35;10;0
1;71;-1;424;37;12;0
-3;72;1;396;63;15;0
2;71;8;414;33;8;0
-3;70;-4;404;16;12;0
-2;72;-6;408;20;18;0
8;85;0;453;49;15;0
2;83;5;439;13;11;0
4;85;-1;445;57;12;0
18;85;4;415;18;22;0
6;87;1;431;38;17;0
1;83;-1;441;29;21;0
-1;85;-1;433;31;12;0
16;86;14;425;77;9;0
-3;47;-2;244;30;12;0
2;45;1;256;20;22;0
-6;44;-2;268;38;14;0
14;55;-1;270;9;26;0
65;46;73;258;34;15;0
3;44;0;268;22;21;0
26;181;36;1402;41;20;0
-12;182;-3;1404;52;18;0
0;189;2;1386;32;10;0
-2;256;-2;2022;61;22;0
22;144;25;1098;37;20;0
-14;56;-3;405;68;9;0
5;58;5;405;43;22;0
5;62;-1;419;15;25;0
-5;60;-3;391;23;17;0
6;55;15;415;23;7;0
-8;59;-3;407;28;14;0
-8;69;-3;515;43;14;0
-11;72;-3;535;34;9;0
2;67;0;511;47;20;0
-9;75;-2;529;51;11;0
-3;72;-1;539;13;16;0
-2;70;2;527;33;15;0
3;66;14;513;34;12;0
-11;278;2;2273;122;14;0
-16;100;0;806;35;10;0
-5;150;5;1144;90;15;0
18;144;33;1124;67;10;0
-8;155;1;1114;15;12;0
82;284;98;2332;34;20;0
-5;213;-4;1656;47;13;0
-5;213;0;1646;37;10;0
-5;210;-1;1608;53;17;0
18;204;26;1608;62;18;0
-17;199;-2;1648;21;10;0
12;121;2;576;41;15;0
-6;105;-1;576;40;10;0
-10;251;-1;2011;36;17;0
-5;51;-2;251;14;11;0
-2;49;2;273;45;11;0
9;53;7;265;58;13;0
2;52;-1;259;57;15;0
18;53;15;245;12;16;0
7;51;13;255;44;9;0
5;52;8;263;37;15;0
1;52;-1;267;44;20;0
2;51;5;269;33;15;0
8;53;8;271;46;22;0
-4;53;-2;277;32;14;0
10;49;18;251;43;12;0
4;54;-5;247;29;22;0
-8;273;-2;2164;40;16;0
2;262;11;2116;76;18;0
-6;270;8;2146;33;15;0
-3;248;-1;1841;30;18;0
-19;221;-5;1804;39;18;0
-10;232;-1;1810;57;13;0
-7;105;-3;665;48;13;0
3;98;0;673;23;22;0
7;85;16;671;14;20;0
31;97;23;661;29;37;0
-16;91;-4;655;28;10;0
-15;93;-5;673;40;16;0
-2;94;8;687;46;21;0
-4;82;2;622;34;14;0
1;83;0;606;28;25;0
-6;145;0;842;44;18;0
31;146;35;844;58;17;0
-12;168;0;1259;35;12;0
-7;173;-4;1271;89;23;0
-12;168;-2;1285;17;14;0
12;167;21;1269;29;9;0
-11;263;-2;2122;30;15;0
111;204;136;1613;58;9;0
-9;215;-5;1653;29;15;0
-6;292;4;2295;28;16;0
-1;48;0;270;43;17;0
4;47;7;266;20;11;0
15;51;5;278;50;28;0
4;47;0;272;25;17;0
4;47;2;278;59;22;0
3;45;8;288;43;13;0
1;46;1;280;23;17;0
-1;47;1;262;27;16;0
13;46;-1;270;38;13;0
11;47;20;276;32;11;0
1;48;8;278;34;11;0
16;48;15;282;48;20;0
-1;46;9;288;46;13;0
10;47;6;264;52;19;0
1;105;13;809;56;12;0
-10;171;-4;1325;53;15;0
-9;108;-1;848;56;12;0
-10;161;-1;1178;25;14;0
9;145;31;1180;45;10;0
-20;148;-2;1180;23;10;0
-3;153;8;1140;63;18;0
-2;166;-3;1172;52;16;0
-16;162;-3;1178;48;11;0
-1;266;6;2105;74;16;0
-15;201;-5;1559;56;18;0
-5;209;-1;1569;61;13;0
-19;202;-2;1531;38;10;0
-12;210;-4;1555;24;19;0
-9;206;1;1561;45;11;0
-13;209;-3;1581;24;11;0
-5;198;5;1547;26;22;0
-12;192;1;1583;13;15;0
-14;197;-2;1551;33;9;0
-7;207;10;1565;27;10;0
-12;290;1;2426;45;19;0
15;198;11;1529;9;26;0
-10;186;-4;1553;33;21;0
50;85;52;433;31;12;0
-1;87;-4;423;41;13;0
17;95;6;435;36;21;0
3;84;1;451;26;16;0
0;90;4;433;16;13;0
13;84;11;447;57;12;0
7;90;2;439;46;15;0
39;81;45;433;13;10;0
9;85;11;471;33;9;0
4;90;-1;457;61;18;0
9;90;10;457;50;8;0
48;84;52;429;29;10;0
6;87;4;425;39;11;0
9;101;-1;437;55;10;0
-2;136;1;1005;45;16;0
-9;159;-4;1129;32;13;0
-5;145;8;1133;41;12;0
2;170;-4;1129;19;14;0
6;39;2;233;59;21;0
-6;38;1;263;75;9;0
-3;37;-4;217;21;17;0
-9;36;-3;243;101;13;0
9;36;5;239;67;26;0
3;38;1;219;49;13;0
0;43;1;261;28;13;0
-9;38;-2;249;41;11;0
-9;38;-1;225;22;9;0
3;38;9;243;68;11;0
-12;268;1;2209;15;16;0
25;150;15;792;27;16;0
-8;139;-2;788;62;13;0
1;138;-2;814;61;10;0
9;140;14;808;55;9;0
-2;289;11;2244;34;16;0
-17;276;3;2230;20;17;0
3;51;1;312;31;15;0
59;49;58;274;33;27;0
10;49;10;314;17;18;0
-8;48;0;312;43;14;0
15;49;17;282;53;14;0
-10;49;-4;288;67;15;0
14;51;16;300;34;15;0
9;49;2;328;30;32;0
8;48;-1;298;42;28;0
31;48;39;276;59;8;0
-10;48;-1;274;23;8;0
-1;47;-2;288;45;21;0
43;49;51;300;35;12;0
-2;52;0;294;26;19;0
1;48;-3;274;35;21;0
3;47;8;296;33;14;0
-3;246;9;1956;30;12;0
-11;251;-2;1966;19;13;0
-11;292;0;2403;25;19;0
7;274;8;2045;54;17;0
-14;261;0;2067;66;13;0
1;71;0;401;40;19;0
-3;69;-3;391;29;15;0
-7;68;-3;375;19;12;0
33;70;38;393;41;12;0
-3;70;-2;379;49;12;0
4;68;-1;383;41;17;0
9;70;12;367;44;10;0
5;70;9;377;41;8;0
-2;68;-5;359;36;14;0
1;68;-1;393;36;24;0
-2;70;0;405;30;13;0
-3;70;-1;373;31;14;0
-9;69;-2;387;33;8;0
2;56;4;290;19;9;0
4;51;6;292;42;17;0
42;51;35;284;20;23;0
1;49;1;286;34;14;0
3;49;3;276;52;25;0
-1;53;0;294;22;16;0
-6;49;-4;308;26;9;0
7;48;3;298;18;17;0
1;52;-4;282;28;18;0
-1;49;1;306;55;18;0
2;46;0;306;47;20;0
9;49;12;302;45;8;0
3;48;-6;296;16;21;0
-7;47;4;282;79;9;0
-3;150;-3;1105;8;21;0
-14;138;-5;1125;47;13;0
9;150;2;1117;31;25;0
-5;151;-5;1097;22;14;0
-14;212;-5;1682;28;15;0
31;186;15;922;13;17;0
0;160;-2;928;24;17;0
-11;161;-2;908;51;10;0
-3;153;-1;920;23;21;0
78;85;86;442;31;7;0
98;113;77;466;27;22;0
9;90;3;432;62;18;0
33;85;39;456;36;12;0
3;87;0;436;55;16;0
36;90;29;454;36;21;0
43;85;41;444;52;20;0
9;90;2;422;36;12;0
7;78;2;434;28;13;0
9;79;9;418;26;9;0
9;84;5;446;19;13;0
0;77;0;410;25;10;0
5;77;-1;422;13;22;0
18;85;-2;426;17;30;0
14;89;5;436;60;13;0
2;74;2;420;22;17;0
3;67;9;398;33;14;0
25;68;29;412;39;11;0
-3;70;-1;410;46;11;0
-3;69;0;418;50;9;0
-12;68;0;428;40;9;0
8;71;3;402;36;22;0
3;67;0;410;35;18;0
7;71;5;406;74;14;0
-2;82;-4;433;48;12;0
9;82;10;449;44;15;0
0;79;1;459;46;10;0
14;85;6;433;36;13;0
36;77;39;449;30;18;0
-11;82;-3;447;78;9;0
-1;83;-1;425;7;14;0
18;87;12;437;43;13;0
-6;52;-5;260;40;10;0
-4;46;-3;272;41;19;0
-3;49;-1;252;35;12;0
9;51;-2;274;68;25;0
-3;44;-1;260;50;18;0
-5;46;-4;274;42;14;0
-10;186;0;1406;35;13;0
-9;179;0;1410;30;19;0
-9;179;-4;1412;21;12;0
-9;251;-4;2014;26;22;0
-3;153;-2;1142;45;13;0
-7;55;-1;399;36;17;0
7;61;14;409;60;10;0
-9;60;-1;379;44;10;0
-1;61;6;409;41;11;0
-8;55;-2;415;36;11;0
1;61;8;431;35;12;0
2;72;-2;521;32;22;0
-7;71;-2;527;35;12;0
-1;74;-1;545;42;12;0
-3;70;3;539;30;16;0
-11;68;-1;523;31;10;0
-2;71;0;531;53;16;0
-9;68;-1;527;33;12;0
-1;289;-5;2271;31;23;0
-6;104;-1;830;46;18;0
-9;145;4;1138;31;15;0
-20;137;-2;1118;55;11;0
-14;147;0;1120;23;10;0
76;293;92;2338;73;12;0
-11;204;2;1646;41;10;0
-9;204;-1;1620;38;13;0
-19;199;-5;1642;58;16;0
-15;198;3;1628;38;12;0
-20;201;-3;1634;38;7;0
3;110;0;554;32;13;0
13;104;8;546;111;22;0
-5;258;-6;2031;87;25;0
18;52;20;277;36;12;0
-6;51;-2;263;27;9;0
4;54;5;257;49;11;0
-3;52;-3;257;57;13;0
4;49;5;271;36;14;0
-5;51;-3;279;46;10;0
-6;48;3;251;42;11;0
-2;49;4;271;24;15;0
-9;49;-5;257;61;14;0
